data_source	time_stamp
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2025-05-12T12:57:40+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2025-05-12T12:57:41+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2017_SUM_DOY_COG.tif	2025-05-12T12:57:41+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2018_SUM_DOY_COG.tif	2025-05-12T12:57:41+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2018_SUM_DOY_COG.tif	2025-05-12T12:57:42+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2025-05-12T12:57:43+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2019_SUM_DOY_COG.tif	2025-05-12T12:57:44+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2025-05-12T12:57:44+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2020_SUM_DOY_COG.tif	2025-05-12T12:57:45+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2025-05-12T12:57:45+00:00
https://zenodo.org/records/10609590/files/GLU_GER_2021_SUM_DOY_COG.tif	2025-05-12T12:57:46+00:00
