Date	DayCount	PFT	Age	NumberPlants	Height	Width	LAI	CoveredArea	RootDepth	NumberSoilLayers	ShootBiomass	GreenShootBiomass	BrownShootBiomass	ClippedShootBiomass	RootBiomass	RecruitmentBiomass	ExudationBiomass	GPP	NPP	Respiration	Radiation	ShadingIndicator	LimitingFactorWater	LimitingFactorNitrogen	AllocationShoot	AllocationRoot	AllocationRecruitment	AllocationExudation
2013-04-14	104	0	1	3	1.06751	0.889591	0.0741193	0.621543	3.09759	1	0.000729853	0.000722137	7.71642e-06	0	0.000310188	0	4.50447e-06	6.33501e-05	4.50447e-05	1.83054e-05	310.338	1	1	1	0.631343	0.268657	0	0.1
2013-04-14	104	1	1	5	0.606252	1.51563	0.0489755	1.80416	3.59799	1	0.000875022	0.000856119	1.89038e-05	0	0.00021528	0	1.01461e-05	0.000133788	0.000101461	3.23265e-05	309.888	0.998552	1	1	0.721782	0.178218	0	0.1
2013-04-14	104	2	1	6	0.900805	1.26163	0.2684	1.25013	6.03041	1	0.00117021	0.0011528	1.74095e-05	0	0.000341769	0	5.69561e-05	0.000718925	0.000569561	0.000149365	309.888	0.998552	1	1	0.69638	0.20362	0	0.1
2013-04-15	105	0	2	3	1.08299	0.902493	0.0751943	0.639702	3.13709	1	0.000762072	0.000746489	1.55828e-05	0	0.000323528	0	5.12811e-06	7.43913e-05	5.12811e-05	2.31102e-05	552.701	1	1	1	0.631343	0.268657	0	0.1
2013-04-15	105	1	2	5	0.626085	1.56521	0.0505777	1.92414	3.70074	1	0.00096374	0.000924846	3.88947e-05	0	0.00023639	0	1.2346e-05	0.000164878	0.00012346	4.14187e-05	551.665	0.998125	1	1	0.721782	0.178218	0	0.1
2013-04-15	105	2	2	6	1.04827	1.46816	0.312338	1.69293	7.11786	1	0.00184412	0.00180095	4.31734e-05	0	0.00053827	0	9.68365e-05	0.00122521	0.000968365	0.000256842	551.665	0.998125	1	1	0.69638	0.20362	0	0.1
2013-04-16	106	0	3	3	1.09829	0.915241	0.0762564	0.657901	3.17617	1	0.000794822	0.000771184	2.36383e-05	0	0.000337109	0	5.22525e-06	7.50746e-05	5.22525e-05	2.28221e-05	476.459	1	1	1	0.631343	0.268657	0	0.1
2013-04-16	106	1	3	5	0.64551	1.61378	0.0521469	2.04539	3.80126	1	0.00105626	0.000995951	6.03057e-05	0	0.000258403	0	1.29022e-05	0.000171744	0.000129022	4.27223e-05	455.682	0.956393	1	1	0.721782	0.178218	0	0.1
2013-04-16	106	2	3	6	1.21489	1.70153	0.361984	2.2739	8.36461	1	0.0028707	0.00278743	8.32631e-05	0	0.000837614	0	0.000147536	0.00186533	0.00147536	0.000389965	476.459	1	1	1	0.69638	0.20362	0	0.1
2013-04-17	107	0	4	3	1.1128	0.927329	0.0772636	0.675395	3.21321	1	0.000826734	0.000794849	3.1885e-05	0	0.00035035	0	5.10557e-06	7.46492e-05	5.10557e-05	2.35936e-05	392.339	1	1	1	0.631343	0.268657	0	0.1
2013-04-17	107	1	4	5	0.663043	1.65761	0.0535633	2.15801	3.89159	1	0.00114468	0.0010615	8.31786e-05	0	0.000279371	0	1.23673e-05	0.000166705	0.000123673	4.30318e-05	303.758	0.774222	1	1	0.721782	0.178218	0	0.1
2013-04-17	107	2	4	6	1.4	1.96078	0.417138	3.0196	9.76898	1	0.00439294	0.00424779	0.000145148	0	0.00128148	0	0.000218805	0.00277013	0.00218805	0.000582084	392.339	1	1	1	0.69638	0.20362	0	0.1
2013-04-18	108	0	5	3	1.12808	0.940068	0.078325	0.694078	3.25235	1	0.000861275	0.000820965	4.03094e-05	0	0.000364727	0	5.53547e-06	8.17028e-05	5.53547e-05	2.6348e-05	513.789	1	1	1	0.631343	0.268657	0	0.1
2013-04-18	108	1	5	5	0.68001	1.70003	0.054934	2.26987	3.97888	1	0.00123483	0.00112746	0.000107368	0	0.000300738	0	1.26396e-05	0.00017247	0.000126396	4.60748e-05	273.922	0.533142	1	1	0.721782	0.178218	0	0.1
2013-04-18	108	2	5	6	1.62398	2.27448	0.483873	4.06307	11.4925	2	0.00685667	0.00661739	0.000239272	0	0.00200003	0	0.000354137	0.00448652	0.00354137	0.000945146	513.789	1	1	1	0.69638	0.20362	0	0.1
2013-04-19	109	0	6	3	1.1436	0.953001	0.0794026	0.713308	3.29212	1	0.000897314	0.000848377	4.8937e-05	0	0.000379759	0	5.78669e-06	8.1134e-05	5.78669e-05	2.32671e-05	416.994	1	1	1	0.631343	0.268657	0	0.1
