Date	DayCount	PFT	Age	NumberPlants	Height	Width	LAI	CoveredArea	RootDepth	NumberSoilLayers	ShootBiomass	GreenShootBiomass	BrownShootBiomass	ClippedShootBiomass	RootBiomass	RecruitmentBiomass	ExudationBiomass	GPP	NPP	Respiration	Radiation	ShadingIndicator	LimitingFactorWater	LimitingFactorNitrogen	AllocationShoot	AllocationRoot	AllocationRecruitment	AllocationExudation
2013-04-14	104	0	1	4	1.06751	0.889591	0.0741193	0.621543	3.09759	1	0.000729853	0.000722137	7.71642e-06	0	0.000310188	0	4.50447e-06	6.33501e-05	4.50447e-05	1.83054e-05	310.338	1	1	1	0.631343	0.268657	0	0.1
2013-04-14	104	1	1	5	0.606249	1.51562	0.0489752	1.80415	3.59798	1	0.000875011	0.000856107	1.89038e-05	0	0.000215278	0	1.01446e-05	0.000133769	0.000101446	3.23227e-05	309.739	0.99807	1	1	0.721782	0.178218	0	0.1
2013-04-14	104	2	1	6	0.900791	1.26161	0.268396	1.25009	6.03031	1	0.00117016	0.00115275	1.74095e-05	0	0.000341753	0	5.69483e-05	0.000718828	0.000569483	0.000149345	309.739	0.99807	1	1	0.69638	0.20362	0	0.1
2013-04-15	105	0	2	3	1.08299	0.902493	0.0751943	0.639702	3.13709	1	0.000762072	0.000746489	1.55828e-05	0	0.000323528	0	5.12811e-06	7.43913e-05	5.12811e-05	2.31102e-05	552.701	1	1	1	0.631343	0.268657	0	0.1
2013-04-15	105	1	2	5	0.626082	1.56521	0.0505774	1.92412	3.70072	1	0.000963728	0.000924834	3.88945e-05	0	0.000236387	0	1.23458e-05	0.000164876	0.000123458	4.14182e-05	551.665	0.998125	1	1	0.721782	0.178218	0	0.1
2013-04-15	105	2	2	6	1.04825	1.46814	0.312333	1.69288	7.11774	1	0.00184404	0.00180087	4.31722e-05	0	0.000538244	0	9.68319e-05	0.00122515	0.000968319	0.00025683	551.665	0.998125	1	1	0.69638	0.20362	0	0.1
2013-04-16	106	0	3	3	1.09829	0.915241	0.0762564	0.657901	3.17617	1	0.000794822	0.000771184	2.36383e-05	0	0.000337109	0	5.22525e-06	7.50746e-05	5.22525e-05	2.28221e-05	476.459	1	1	1	0.631343	0.268657	0	0.1
2013-04-16	106	1	3	5	0.645508	1.61377	0.0521467	2.04537	3.80124	1	0.00105624	0.000995939	6.03052e-05	0	0.0002584	0	1.29021e-05	0.000171743	0.000129021	4.27219e-05	455.689	0.956408	1	1	0.721782	0.178218	0	0.1
2013-04-16	106	2	3	6	1.21488	1.70151	0.361979	2.27382	8.36446	1	0.00287056	0.0027873	8.326e-05	0	0.000837575	0	0.000147529	0.00186524	0.00147529	0.000389946	476.459	1	1	1	0.69638	0.20362	0	0.1
2013-04-17	107	0	4	3	1.1128	0.927329	0.0772636	0.675395	3.21321	1	0.000826734	0.000794849	3.1885e-05	0	0.00035035	0	5.10557e-06	7.46492e-05	5.10557e-05	2.35936e-05	392.339	1	1	1	0.631343	0.268657	0	0.1
