Date	DayCount	PFT	Age	NumberPlants	Height	Width	LAI	CoveredArea	RootDepth	NumberSoilLayers	ShootBiomass	GreenShootBiomass	BrownShootBiomass	ClippedShootBiomass	RootBiomass	RecruitmentBiomass	ExudationBiomass	GPP	NPP	Respiration	Radiation	ShadingIndicator	LimitingFactorWater	LimitingFactorNitrogen	AllocationShoot	AllocationRoot	AllocationRecruitment	AllocationExudation
2013-04-14	104	0	1	4	1.06754	0.88962	0.0741217	0.621583	3.09759	1	0.000729923	0.000722137	7.78657e-06	0	0.000310188	0	4.50447e-06	6.33501e-05	4.50447e-05	1.83054e-05	310.338	1	1	1	0.631343	0.268657	0	0.1
2013-04-14	104	1	1	5	0.606289	1.51572	0.0489785	1.80439	3.59798	1	0.000875183	0.000856107	1.90757e-05	0	0.000215278	0	1.01446e-05	0.000133769	0.000101446	3.23227e-05	309.738	0.998068	1	1	0.721782	0.178218	0	0.1
2013-04-14	104	2	1	5	0.900832	1.26167	0.268408	1.2502	6.03031	1	0.00117031	0.00115275	1.75678e-05	0	0.000341754	0	5.69483e-05	0.000718829	0.000569483	0.000149345	309.738	0.998068	1	1	0.69638	0.20362	0	0.1
2013-04-15	105	0	2	4	1.08309	0.902577	0.0752013	0.639821	3.13709	1	0.000762284	0.000746489	1.57945e-05	0	0.000323528	0	5.12811e-06	7.43913e-05	5.12811e-05	2.31102e-05	552.701	1	1	1	0.631343	0.268657	0	0.1
2013-04-15	105	1	2	5	0.626194	1.56548	0.0505864	1.92481	3.70071	1	0.000964242	0.000924822	3.94197e-05	0	0.000236384	0	1.23442e-05	0.000164856	0.000123442	4.14142e-05	551.317	0.997497	1	1	0.721782	0.178218	0	0.1
2013-04-15	105	2	2	5	1.04834	1.46827	0.31236	1.69317	7.11763	1	0.00184451	0.00180079	4.37228e-05	0	0.000538222	0	9.68209e-05	0.00122501	0.000968209	0.000256802	551.317	0.997497	1	1	0.69638	0.20362	0	0.1
2013-04-16	106	0	3	4	1.09849	0.915405	0.07627	0.658137	3.17617	1	0.000795249	0.000771184	2.40647e-05	0	0.000337109	0	5.22525e-06	7.50746e-05	5.22525e-05	2.28221e-05	476.459	1	1	1	0.631343	0.268657	0	0.1
2013-04-16	106	1	3	5	0.645751	1.61438	0.0521664	2.04692	3.80138	1	0.00105744	0.000996062	6.13779e-05	0	0.00025843	0	1.29207e-05	0.000171975	0.000129207	4.27682e-05	458.453	0.962208	1	1	0.721782	0.178218	0	0.1
2013-04-16	106	2	3	5	1.21504	1.70174	0.362029	2.27445	8.36434	1	0.00287175	0.00278719	8.45652e-05	0	0.000837542	0	0.000147524	0.00186517	0.00147524	0.000389932	476.459	1	1	1	0.69638	0.20362	0	0.1
2013-04-17	107	0	4	4	1.11312	0.927597	0.0772859	0.675785	3.21321	1	0.00082745	0.000794849	3.26008e-05	0	0.00035035	0	5.10557e-06	7.46493e-05	5.10557e-05	2.35936e-05	392.339	1	1	1	0.631343	0.268657	0	0.1
2013-04-17	107	1	4	5	0.663648	1.65912	0.0536121	2.16195	3.89294	1	0.00114782	0.00106281	8.50085e-05	0	0.000279694	0	1.25333e-05	0.000168781	0.000125333	4.34481e-05	316.389	0.806418	1	1	0.721782	0.178218	0	0.1
2013-04-17	107	2	4	5	1.40024	1.96112	0.417209	3.02063	9.76868	1	0.00439519	0.00424743	0.000147762	0	0.00128137	0	0.000218787	0.00276991	0.00218787	0.000582038	392.339	1	1	1	0.69638	0.20362	0	0.1
2013-04-18	108	0	5	4	1.12855	0.940461	0.0783577	0.694659	3.25235	1	0.000862356	0.000820965	4.1391e-05	0	0.000364727	0	5.53548e-06	8.17029e-05	5.53548e-05	2.63481e-05	513.789	1	1	1	0.631343	0.268657	0	0.1
2013-04-18	108	1	5	5	0.681386	1.70346	0.0550451	2.27906	3.98349	1	0.00124234	0.00113213	0.000110203	0	0.000301899	0	1.31104e-05	0.000178374	0.000131104	4.72696e-05	303.379	0.590474	1	1	0.721782	0.178218	0	0.1
2013-04-18	108	2	5	5	1.62431	2.27495	0.483973	4.06474	11.4921	2	0.00686091	0.00661685	0.000244051	0	0.00199987	0	0.00035411	0.00448618	0.0035411	0.000945074	513.789	1	1	1	0.69638	0.20362	0	0.1
2013-04-19	109	0	6	4	1.14425	0.953541	0.0794475	0.714116	3.29212	1	0.00089884	0.000848377	5.04624e-05	0	0.000379759	0	5.7867e-06	8.11341e-05	5.7867e-05	2.32671e-05	416.994	1	1	1	0.631343	0.268657	0	0.1
2013-04-19	109	1	6	5	0.694721	1.7368	0.0561223	2.36914	4.05028	1	0.00131671	0.00117969	0.000137022	0	0.000319045	0	1.03237e-05	0.000139566	0.000103237	3.6329e-05	138.583	0.332339	1	1	0.721782	0.178218	0	0.1
2013-04-19	109	2	6	5	1.87499	2.62604	0.558665	5.41618	13.447	2	0.0105529	0.0101589	0.000394039	0	0.00307555	0	0.000530226	0.00669115	0.00530226	0.00138889	416.994	1	1	1	0.69638	0.20362	0	0.1
2013-04-20	110	0	7	4	1.15661	0.96384	0.0803056	0.729625	3.32314	1	0.000928279	0.000870681	5.75982e-05	0	0.000391776	0	4.67206e-06	6.44516e-05	4.67206e-05	1.7731e-05	419.31	1	1	1	0.631343	0.268657	0	0.1
2013-04-20	110	1	7	5	0.700293	1.75073	0.0565724	2.40729	4.07532	1	0.00134865	0.00119035	0.000158298	0	0.000325645	0	4.4462e-06	6.28955e-05	4.4462e-05	1.84335e-05	53.7929	0.128289	1	1	0.721782	0.178218	0	0.1
